,normalizedTitle_onetName,jobDescription
66161,Financial Examiners,"*The ideal candidate will have a background in billing reimbursement and coding. A coding certification from AAPC or AHIMA is preferred. Key Functions* Audits/Investigations Facilitates MD Andersons response to inquiries and reviews conducted by external regulatory agencies and other third parties, including but not limited to, the Centers for Medicare and Medicaid Services (CMS), the Medicare Administrative Contractor (MAC), the Recovery Audit Contractor, the Office of Inspector General and Texas Medicaid. Monitors and tracks regulatory audit requests, MD Anderson responses and any recoveries made by third parties. Provides quarterly reports of regulatory audit requests for the UT System Quarterly Report and Executive Billing Compliance Committee. Independently conducts critical retrospective inpatient and outpatient professional and/or technical documentation audits in connection with external audit requests and findings or based on independently identified risks. Arranges provider education meetings with billing professionals and/or departments/teams to present audit findings and make recommendations for corrective action. Communicates effectively with physicians, administrative staff, and other workforce members. Conducts focused investigations into information sensitive areas of suspected billing and reimbursement non-compliance. Works collaboratively with other departments to obtain required documents and actively researches background information to develop a thorough understanding of the area being audited. Compliance Liaison Works in close collaboration with other Institutional Compliance Office staff and/or other management teams throughout the Institution to ensure program-wide compliance efforts are in alignment with federal, state, and Institutional requirements for billing professional services and/or technical services. Serves as the Institutional liaison with regulatory agencies and other third parties in connection with external audit requests. General Compliance Program Activities Maintains working knowledge of new rules, regulations, and revisions, as set forth by CMS, the MAC, and other entities regarding billing and reimbursement compliance. Develops or assists with the development of training and education sessions, as assigned. Communicates regulatory/policy updates to assist departments in maintaining acceptable billing and reimbursement compliance practices. Participates in assignments that: (a.) facilitate improvement in billing operational areas; (b.) enhance infrastructure of the billing and reimbursement compliance program; or (c.) improve the quality of services provided by the Institutional Compliance Office. Job Description - Requirements Bachelor's degree. Four years experience in research or research compliance, general/legal regulatory compliance, corporate compliance, privacy compliance, billing and reimbursement or billing compliance, healthcare administration and/or general business as an analyst, auditor or fraud investigator. With preferred degree, two years of experience required. May substitute required degree with additional years of related experience on a one to one basis. It is the policy of The University of Texas MD Anderson Cancer Center to provide equal employment opportunity without regard to race, color, religion, age, national origin, sex, gender, sexual orientation, gender identity/expression, disability, protected veteran status, genetic information, or any other basis protected by institutional policy or by federal, state or local laws unless such distinction is required by law. http://www.mdanderson.org/about-us/legal-and-policy/legal-statements/eeo-affirmative-action.html Pivotal Position No *Compliance Analyst* *13956BR* *Houston"
336240,Financial Examiners,"Turn experience into opportunity\. Leverage your accomplishments to get the kind of employment you've always wanted: a self\-directed career with work/life balance, world class clients and high\-level initiatives \- all with the collaboration and support of a global community of seasoned professionals\. If you are ready to work directly with business leaders and their teams to solve problems and drive change, then a career at Resources Global Professionals is for you\. RGP is seeking dynamic and highly motivated regulatory reporting professionals to work on major initiatives at our Fortune 500 clients\. Candidates must have a minimum of 5\-8 years experience working at a bank or financial services institution\. Candidates should have the ability to multi\-task, demonstrate a sense of urgency, and meet reporting deadlines\. **Experience in any of these areas is desirable:** + Extensive preparation of quarterly, monthly, and weekly Federal Reserve filings, including but not limited to: FR Y\-9C & LP, FR Y\-11, FR Y\-6, FR Y\-10, FR Y\-14, FR Y\-15, or FR Y\-12 ; FR 2004, 2900, or 2644; and/or FFIEC 031, 041, 009, or 002 + Preparation of financial statements for a bank or bank\-holding company + Past participation in a Federal Reserve Bank exam, either as an examiner or while working for a bank or bank\-holding company + Working knowledge of bank regulatory reporting tools + Experience working with external regulators: Federal Reserve Bank, SEC, FINRA, NYMEX + Complimentary experience in Basel 2\.5 or 3 reporting and/or in CCAR or DFAST stress testing is a plus"
35279,Financial Examiners,*ID:* 2015-5269 *Job Location:* US - TX - Weslaco *Posted Date:* 8/19/2015 *Category:* FIN Finance *Type:* Full-Time
127917,Financial Examiners,"As an Eye Bank Program Liaison you will plan, organize and coordinate knowledge, communications and events of the Lions Eye Bank Program\. **Responsibilities Include:** **** Serves as liaison between the Eye Bank and member hospitals\. **** Arranges in\-service education for hospital staff regarding eye donation\. **** Coordinates outreach events designed to educate the public about the Eye Bank and eye donation\.  Maintains and distributes calendar of events;  Identifies and invites approved attendees;  Arranges related facilities, literature, refreshments, etc\.;  Coordinates details with other departments and Community groups;  Registers members of the public for hospital Outreach events; and  Oversees follow\-up procedures are carried out, as necessary\. **** Coordinates communication between the Eye Bank and hospital staff pertaining to referral and/or donor outcomes\. **** Acts as a liaison between the Eye Bank and the Lions Clubs of Nassau, Suffolk, Brooklyn, and Queens\. **** Assists in the training of Lions members and other individuals interested in speaking about donation and the Gift of Sight\. **** Participates in Public Relations campaigns to raise public awareness of the need for organ, tissue, and eye donation\.  High School Diploma or equivalent, required\. Knowledge of operations management, education and/or communications normally acquired by completion of a Bachelors Degree in related field, required\.  Minimum of three \(3\) years of health care experience, preferably in a hospital setting, with demonstrated ability to communicate effectively with medical staff, Hospital departments and community organizations, required\. Experience in communicating organ, tissue, and eye donation, preferred\. Our Culture: Transforming care, optimizing patient satisfaction and creating better patient outcomes are just some of the things our talented team members are doing at North Shore\-LIJ each and every day\. As a culture committed to providing our customers with the highest quality service, we stand behind our core values: Patients first; Caring; Excellence; Innovation; Integrity and Teamwork\. It is our commitment and our culture that sets us apart from others and is the cornerstone of everything we do\. Join an organization whose team members are valued, cared for and offered continuous opportunities to grow\. Click on the link to learn more about us: www\.northshorelij\.com/goals _Please note: North Shore\-LIJ is a smoke\-free environment\. Smoking and the use of tobacco products is strictly prohibited anywhere on campus, including parking lots and outdoor areas on the premises\. Free smoking cessation programs and quit medications are offered to team members who wish to quit through the North Shore\-LIJ Center for Tobacco Control\._ **Job:** _Public Relations/Volunteer Services_ **Title:** _Eye Bank Prgm Liaison_ **Location:** _Nassau County\-Valley Stream\-Franklin Hospital_ **Requisition ID:** _000GD8_"
257012,Financial Examiners,"# Description: **Position Summary:** A Human Resources Compliance Analyst ensures that the Companys employment and associate benefit practices and policies are in compliance with laws and regulations\. Special concentration on \(i\) California State and city laws and ordinances and \(ii\) The Patient Protection and Affordable Care Act \(PPACA\)\. This position will include conducting research, developing and monitoring local compliance processes and providing subject matter expertise on related procedure/policy implementations for our Company\. The Human Resources Compliance Analyst performs quantitative and qualitative analysis and makes recommendations for the control of various corporate compliance processes such as I\-9 compliance, affirmative action, benefit eligibility and state\-specific requirements\. This exciting, newly created position is located at our Corporate offices in a country and suburban setting 7 miles South of Reading, PA\. Our location is a convenient commute with ample free and easy parking\. Relocation assistance may be considered for this opportunity \! Major Responsibilities: Ensure Compliance by; **\-Analyzing and monitoring corporate HR compliance processes related to Federal, State and Local employment and benefit regulations** **\-Completing research and making policy and practice recommendations** **\-Participate in audits, both internal and with external sources** **\-Developing reporting metrics and dashboards** **\-Working with managers to identify potential risks and develop solutions** **\-Completing special HR policy related projects** **\-Other projects as assigned by the manager** # Qualifications: Qualifications: \- Ability and desire to work in a positive, fast paced and high energy environment \- 5 or more years of HR experience, 2 years as a generalist preferred \-PHR/ SPHR or California HR Compliance certified also preferred\. \- 4 Year BS/BA degree in HR or business related field required \-Extensive experience and skills with Excel, Access, and Report Writer software \-High level quantitative/qualitative analytical skills \- Knowledge of Federal, State and Local employment and benefits related law and regulations i\.e\., ERISA, Title VII, FLSA etc\. strongly preferred \-Experience in project management, policy development and implementation \-High level Presentation/communication skills\. \-Willingness to travel as necessary, work the required schedule, work at the specific location required, complete Penske employment application, submit to a background investigation \(to include past employment, education, and criminal history\) and drug screening are required\. **Physical Requirements:** \-The physical demands described here are representative of those that must be met by an associate to successfully perform the essential functions of this job\. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions\. \-The associate must regularly lift and /or move up to 25/lbs12kg, frequently lift and/or move up to 50lbs/ 23kg and occasionally lift and/or move up to 100lbs/45kg\. \-Specific vision abilities required by this job include Close vision, Distance vision, Peripheral vision, Depth perception and Ability to adjust focus\. \-While performing the duties of this Job, the associate is regularly required to stand; walk; sit and talk or hear\. The associate is frequently required to use hands to finger, handle, or feel and reach with hands and arms\. Penske is an Equal Opportunity Employer, including individuals with disabilities and protected veterans\. Penske Truck Leasing Co\., L\.P\., headquartered in Reading, Pennsylvania, is a partnership of Penske Corporation, Penske Automotive Group, General Electric Capital Corporation and Mitsui & Co\., Ltd\. A leading global transportation services provider, Penske operates more than 216,000 vehicles and serves customers from more than 1,000 locations in North America, South America, Europe, Australia, and Asia\. Product lines include full\-service truck leasing, contract maintenance, commercial and consumer truck rentals, used truck sales, transportation and warehousing management and supply chain management solutions\. Visit http://www\.GoPenske\.com to learn more\. People living in or near these PA locations in the Reading area have found our opportunities of interest\. Wyomissing, Kutztown, Hamburg, Pottstown, Lebanon, Quakertown, Exton, Allentown, Lehigh Valley, Breinigsville, Fogelsville, Manheim, Lancaster, King of Prussia, Millersville, Palmyra, Mt Joy, East Norriton, Bethlehem, Montgomeryville, North Wales, Wilmington, Media, Ft Washington, Horsham, Phillipsburg NJ, Harrisburg, York, Mendenhall, Philadelphia\. # Primary Location: United States\-Pennsylvania\-Reading # Job: Human Resources # Req ID: 1507706"
112619,Financial Examiners,"NiSource is committed to providing equal employment opportunities in each of its companies to all employees and applicants for employment without regard to race, color, religion, national origin or ancestry, veteran status, disability, gender, age, marital status, sexual orientation, gender identity, genetic information, or any protected group status as defined by law. Each employee is expected to abide by this principle._______________________________________________________________________________By applying, you may be considered for other job opportunities._______________________________________________________________________________ Knowledge, Skills and Abilities:Required for Selection: This position will require excellent leadership, problem solving and decision making skills, the ability to work with minimal supervision, and the ability to perform duties effectively under emergency situations. Must have proven experience understanding and evaluating FERC Orders/Notices, NERC standards, and company procedures, including ANOPRs and NOPRs. The candidate must possess administrative competency in three of the following knowledge areas: Knowledge of plant operations, rates, tariffs, energy trading, state and federal regulations, NERC standards, and company procedures. Must possess basic PC skills and the ability to create and deliver presentations to various audiences. Must have excellent planning, organizational, verbal and written communication skills. Must be able to express complex technical concepts effectively, both verbally and in writing. Must have the ability to work well with people from diverse disciplines with varying degrees of technical experience. Must be proficient in the use of the Microsoft Office suite, Adobe Pro, and DTS. This position requires passing a drug test and federal criminal background and identity check. Preferred for Selection: Prior experience in electric transmission, generation, or distribution operations. Working knowledge of training methodologies using computer modeling and simulation. Knowledge of NERC and FERC standards and guidelines. NERC System Operator RC certification. Education/Work Experience:Required for Selection: Bachelors Degree in Engineering, Engineering Technology or equivalent. Must possess a working understanding of the state and federal regulatory requirements, electric systems, bulk power transmission and generation. Demonstrated ability to effectively communicate and perform under emergency and contingency situations. Minimum of 5 years work experience in energy utility or related industry. Core Leadership Criteria: Coaching Adaptability Building trust partnerships Leading through vision values Decision making Facilitating change Drive for results champion change Work collaboratively Manage execution Foster open communications Gain commitment This position is responsible for the development and daily management of Hammond Compliance Training Engineers/Specialists including performance evaluations and compensation management. The position works under the direction of the Manager, NERC Compliance to ensure consistent application of department guidelines and procedures. Principal Duties and Responsibilities: Lead and direct the development and implementation of the NIPSCO training plan according to NERC Standard PER-005-2 effective 7/1/2016. Evaluate, develop, and implement all training activities under general supervision; ensure that NIPSCO is in compliance with federal and state regulatory requirements, as well as NERC, RF, and MISO rules and guidelines. Coordinate, develop and support the NIPSCO training activities associated with state and federal laws and regulations where applicable to NIPSCO Electric Transmission, Generation Dispatch, Energy Management Systems, and others as designated. Ensure the Bulk Electric System (BES) operators are in compliance with the annual Hammond Compliance Training requirements. Develop and maintain scenarios for the Dispatcher Training Simulator (DTS). Maintain working knowledge of the NIPSCO electric system and provide training in lessons learned activities using the DTS. Keep current with evolving state and federal laws and recommend possible subject matter for future training. Notify the Manager, NERC Compliance and recommend plans of action for immediate or potential effects of Notices of Public Rulemaking (NOPRS) and regulations, etc., for the Bulk Electric System. Support the maintenance and improvement of systems and software programs used by the NERC Compliance, Operations Technology, and Compliance Training areas. Work with personnel from other departments to supply training data requested by any state or federal agency. Review and develop new course content as needed. Evaluate training effectiveness and implement changes as needed. Comply with all Hammond Compliance Training requirements and NIPSCO ethics policies. Participate in various committees pertaining to Hammond Compliance Training requirements. Lead and ensure the fulfillment of team responsibilities including: Providing all evidence required for Hammond Compliance Training requirements for NERC self-certification and Hammond Compliance Training data requests to the NERC Compliance Department. Compiling all required NERC compliance Reliability Standards Audit Worksheets (RSAW). Coordinating and providing training and tests for Dispatcher-Operator trainees. Providing NERC compliance guidance to NIPSCO operations BES field engineers/specialists. Provide reliable 24 x 7 on site or remote support should the need arise. This position will provide leadership and technical expertise to the team of NIPSCO Hammond Compliance Training Engineers/Specialists. This group of engineers/specialists, under general supervision, evaluates, develops, and implements all Transmission, Generation Dispatch, Energy Management, training simulator, and Dispatcher Operator training to keep NIPSCO in compliance with federal and state regulatory requirements. Requires working with team and subject matter experts (SME) to ensure adherence to FERC, NERC, RF, and MISO guidelines. Is also responsible for supporting all training agenda and strategies pertaining to NIPSCO corporate Policies to support federal and state regulations. The position is also responsible for assisting the Manager, NERC Compliance in evaluating, developing and implementing all strategies pertaining to corporate NERC compliance, required training associated with the Electric Transmission, Generation Dispatch and Energy Management groups, and others as designated to keep NIPSCO in conformity with federal and state compliance regulations. The Leader, Hammond Compliance Training will work directly with the Manager, NERC Compliance in developing training plans and training exercises to meet Hammond compliance training requirements.The Leader, Hammond Compliance Training will ensure the timely delivery and reporting of required NERC compliance training. Value inclusion within your day to day responsibilities by respecting others perspectives/convictions, engaging others opinions, creating a safe environment where people, ideas, and opinions are valued within your Team/Customers and external partners.Respect and take into consideration diversity within your Team/Customers and external work partners by valuing different world views, challenges, and cultures that represent all walks of life and all backgrounds.Treat others with respect and consideration. Actively participate in creating and contributing to a positive work environment. Job Family: Operations Professional"
47777,Financial Examiners,"Title: Compliance Analyst II-Centralized Compliance Location: New York-Buffalo-Larkin Building Other Locations: M&T Bank Compliance Analyst II Buffalo, NY At M&T, we understand what's important when you're considering a career change: a company with a solid history of responsible growth and positive earnings. A company committed to the communities it serves. One that rewards performance and provides employees with opportunities to direct their own career paths. A company with a focus on the future. Basic Function Under the leadership of Centralized Compliance Management, responsible for assisting in providing oversight compliance with respect to laws and regulations applicable to subject matter business activities of the bank. Subject matter business activities can include: Deposits, Lending, Fiduciary, Broker Dealer, Insurance, Investment Advisor, Administrative Support or combinations thereof. Interact with departmental and business unit compliance personnel to ensure compliance with laws and regulations. Essential Position Responsibilities -Legal & Regulatory Risk Ranking. Under the guidance of and/or in collaboration with other Centralized Compliance personnel, participate in the process of identifying and risk ranking laws and regulations applicable to the subject matter business activities for which the position is responsible. -Legal & Regulatory Updating & Dissemination. Uses various resources available to remain current on legal and regulatory requirements. As directed by and in conjunction with other Centralized Compliance personnel, draft and distribute to business unit compliance coordinators and middle management within assigned subject matter businesses, any changes and/or new regulatory guidance with regard to applicable laws, regulations and common law. -Compliance Policies & Control Procedures. Assists other Centralized Compliance personnel in providing guidance and oversight to business unit compliance coordinators and middle management within assigned subject matter businesses in the development, design and documentation of policies and control procedures requiring the ability to read and comprehend various laws, common law and regulations applicable to the subject matter. Although the principal responsibility for the development of procedures rests with the business line, and the Compliance Analyst II works in conjunction with other Centralized Compliance personnel and serves as a senior subject matter analyst. As guided by other Centralized Compliance personnel, functions also include the review and comment of policies and procedures across multiple business lines to facilitate consistent development and documentation of the same. -Training Plans. Assists other Centralized Compliance personnel, business units compliance coordinators and middle management within assigned subject matter businesses on the development of specific curriculum and training materials concerning policies and control procedures used within the business line to assure compliance. -Test Plans. Assist other Centralized Compliance personnel, departmental and business unit compliance personnel, and middle management within assigned subject matter businesses, in the development, oversight, and implementation of test plans to assure compliance with laws and regulations. As guided by other Centralized Compliance personnel, functions also include the development, review and performing of test plans. May also include the analysis of test data, reporting, and results; preparation of testing reports, guidelines and procedures; and, drafting and distribution of various communications and memorandums. -Responsible for performing tasks in a manner that are compliant with applicable laws and regulations and / or that serve to help the company be in compliance with laws and regulations that apply to the business line the position supports. -Other. Perform other related assignments as requested by management and in support of compliance adherence. Nature and Scope The position works under the general supervision of the Deputy Compliance Officer and/or other Centralized Compliance personnel and requires independent reasoning, comprehension of laws and regulations, and discretion. The position has contact with internal departments / positions within M&T Bank Corporation and its subsidiaries. The position may have limited supervised contact with Bank Examiners. Basic Qualifications Bachelors degree or the equivalent in work experience Minimum three (3) years compliance or banking experience in an audit or operational risk management function, or five (5) years general banking experience. Responsibilities may also include system administrative duties such as the maintenance, validation, and / or updating of the Compliance Risk Assessment Model. Proficient personal computer skills to include spreadsheet, word-processing and database systems. Ability to exercise judgment and sound discretion and understand when either Centralized Compliance Management or formal legal interpretive advice is needed. Strong analytical abilities and problem solving skills. Ability to read and understand laws, regulations and common law applicable to subject matter. Ability to apply laws, regulations and common law principals to practices within subject matter business units and assist in the development of clear policies and procedures designed to assure compliance with them. Ability to communicate orally and in writing with middle management and to coordinate effectively with embedded business unit compliance coordinators. Ability to use Internet to access and download regulatory compliance information available on government websites. Ability to complete reports for internal use and for use by various external bank examiners. Ability to coordinate and work collaboratively with internal and external contacts on a daily basis. Skill to diplomatically draft responses to bank examiners as required. Knowledge of organizations, operations, systems and practices within subject matter business units. Ability to multi-task and prioritize projects. Must possess self-motivation and organizational skills. null"
22118,Financial Examiners,"**Job Posting Title** Customs and Trade Compliance Analyst **Job ID** 949323BR **Line of Business** Corporate **Job Category** Finance **Department** 0064 \- Taxes **Employment Type I** Regular **Employment Type II** Full\-Time **Location \#** 1998 **Location Name** CSC\-Wilkesboro **Location Address** 1605 Curtis Bridge Road **City** Wilkesboro **State** NC **Job Description** The Customs and Trade Compliance Analyst is primarily responsible for managing the corporate trade compliance program in order to ensure compliance with international trade laws and regulations as well as corporate compliance policies, procedures and internal controls, and maintain Lowes status as a low\-risk importer\. The Customs and Trade Compliance Analyst will also represent Lowes with US Customs and Border Protection \(CBP\) and the Canada Border Services Agency \(CBSA\), as well as other government agencies engaged in trade regulations and enforcement to ensure Lowes continued status as a highly compliant importer, as well as participation in partnership programs such as Importer Self\-Assessment and the CBP Center of Excellence and Expertise  Consumer Products and Mass Merchandising\. To accomplish this, the Customs and Trade Compliance Analyst must have knowledge of and skill in multiple disciplines such as US and Canada trade regulations, Customs brokerage operations, Harmonized Tariff Schedule classification methodologies, preferential trade program qualification, and international logistics\. The Customs and Trade Compliance Analyst also works closely with Import Classification, Import Administration, International Transportation and Legal in order to monitor internal control processes, identify control gaps, and recommend/implement process improvements\. Essential and Core Responsibilities: Manage and execute a comprehensive compliance testing program to ensure that Customs entries are accurate with regards to tariff classification, quantity, value, and country of origin determination and marking\. Manage and execute a focused compliance testing program for established risk areas such preferential trade program claims and additional US legislative requirements such as the Lacey Act, Consumer Products Safety Improvement Act and applicability of DOC Antidumping and Countervailing orders; and Canadian legislative requirements such as the Special Import Measures Act \. Determine compliance levels based on established measurements, issue compliance reports to management and implement resolutions to improve compliance efforts\. Analyze financial impact of tariff classification changes and coordinate corrective action with the Customs broker to tender or recover monies as warranted\. Monitor antidumping and countervailing orders as well as investigations\. Review product for applicability of antidumping/countervailing orders and assign correct case numbers and case rates\. Coordinate with Legal and Merchandising teams to ensure accurate completion of import injury investigation questionnaires\. Manage the post entry correction process with customs broker and review/approve post\-entry filings prepared by the broker prior to submission to CBP/CBSA\. Deliver education and training of internal business partners on trade compliance\. Maintain Customs Compliance Manual in concert with established internal controls\. Core Competencies:Pursues self\-development and effective relationships with others by organizing information; sharing information with coworkers and customers; seeking performance feedback; adapting to and learning from change, difficulties, and feedback Completes work assignments by using procedures, data, and resources; collaborating with others to address business problems; adhering to established priorities, deadlines, and expectations; communicating progress and information; identifying and recommending ways to address improvement opportunities Required **Minimum Qualifications** : Customs Broker License and/or Bachelors degree in a related field Minimum three years of experience specific to the importation and exportation of goods and international trade regulatory compliance Minimum of 3 years of experience in a position requiring knowledge and skill in multiple disciplines such as US and Canada trade regulations, Customs brokerage operations, Harmonized Tariff Schedule classification methodologies, preferential trade program qualification, and international logistics\. Minimum of 5 years of years of experience in a position dealing with confidential information and requiring a high degree of accuracy, attention to detail and follow through Must be proficient in MS Office applications including Outlook, Word, Excel and Access **Preferred Qualifications** : Experience in audit related field a plus\. Additional certifications such as CCS \(US\), CCS and/or CTCS \(Canada\), CES Prefer at least 5 years of import and Customs experience Prefer additional experience with Mexico trade regulations Lowe's Companies, Inc\. \(NYSE: LOW\) is a FORTUNE 50 home improvement company serving approximately 16 million customers a week in the United States, Canada and Mexico through its stores and online at Lowes\.com, Lowes\.ca and Lowes\.com\.mx\. With fiscal year 2014 sales of $56\.2 billion, Lowes has more than 1,840 home improvement and hardware stores and 265,000 employees\. Founded in 1946 and based in Mooresville, N\.C\., Lowe's supports the communities it serves through programs that focus on K\-12 public education and community improvement projects\. For more information, visit Lowes\.com\. **EEO Statement** Lowes is an equal opportunity affirmative action employer and administers all personnel practices without regard to race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity or expression, marital status, veteran status, genetics or any other category protected under applicable law\."
99635,Financial Examiners,"BTMU is one of the worlds largest banking institutions, with offices or branches in more than 40 countries, and headquartered in Japan. MUAH is a US bank holding company and a wholly-owned subsidiary of BTMU. MUB is a subsidiary of MUAH and a U.S. national banking association, with the Office of the Comptroller of the Currency (OCC) as its principal regulator. They are each part of the world-wide Mitsubishi UFJ Financial Group (MUFG), headquartered in Japan The Volcker Office is a central administrative and control function within the Volcker Rule compliance framework of BTMU Americas, MUAH and MUB, and upon completion this year, will have the following principal roles and responsibilities:  Facilitating and coordinating the annual CEO attestation process for BTMU Americas, MUAH and MUB under the Volcker Rule;  Facilitating cross-entity affiliate coordination within the MUFG group as to (i) legal and regulatory developments regarding the Volcker Rule, (ii) independent testing under the Volcker Rule, and (iii) covered funds compliance and controls;  Maintaining certain records required under the Volcker Rule and overseeing Volcker Rule recordkeeping requirements generally within BTMU Americas, MUAH and MUB;  Compilation of certain Volcker metrics reports for submission to affiliates or directly to regulators;  Cross-entity coordination of metrics production;  Maintaining a current and accurate mapping of Volcker Rule internal controls;  Coordination and calendaring of compliance reports for Volcker Rule matters;  Serving as corporate Secretary of the Volcker Sub-Committee;  Assisting in the determination of covered funds and the submission of appropriate forms to global headquarters;  Participating in committee meetings of various risk and business line committees; and  Assisting in the annual submission of materials and reports to the Boards of Directors regarding Volcker Rule compliance matters.  Strong academic credentialsBA or BS degree from a reputable institution;  2 years of experience in bank compliance, audit, risk, legal or related positions desirable;  Ability to work with complex regulatory requirements;  Excellent attention to detail;  Facility with Excel, Word, PowerPoint and project-related software packages;  Ability to handle multiple, complex tasks and responsibilities simultaneously and with substantial independence; and  Strong organizational and process-oriented skills. The above statements are intended to describe the general nature and level of the work being performed. They are not intended to be construed as an exhaustive list of all responsibilities, duties, and skills required of personnel so classified. We are committed to leveraging the diverse backgrounds, perspectives and experiences of our workforce to create opportunities for our people and our business. Equal Opportunity Employer Minority/Female/Disability/Veterans. **Job:** **Risk & Compliance* **Title:** *Compliance Analyst - Volcker Rule Administration* **Location:** *NEW YORK-New York* **Requisition ID:** *10004907WD*"
111108,Financial Examiners,"68000244-51221877-20151119103008 Agency Name: Agency for Health Care Administration Description: Working Title: AUDIT EVALUATION & REVIEW ANALYST Broadband/Class Code: 13-2011-03 Position Number: 68000244-51221877 Annual Salary Range: $1,574.93-$1,849.27 BI-WEEKLY Announcement Type: Open Competitive City: SAINT PETERSBURG Facility: Pay Grade/ Pay Band: BB008 Closing Date: 12/3/2015 The State Personnel System is an E-Verify employer. For more information click on our E-Verify website. OCCUPATION PROFILE JOB FAMILY: BUSINESS AND FINANCE OCCUPATIONAL GROUP: FINANCE OCCUPATION: ACCOUNTANTS AND AUDITORS 13-2011 DESCRIPTION This is a highly specialized, professional audit position in the Bureau of Medicaid Program Finance, within the Division of Medicaid, and a part of the Agency for Health Care Administration. The incumbent will perform technical, analytical reviews and evaluations of Nursing Homes and Intermediate Care Facilities (ICF) audits performed by contracted CPA firms engaged in the compliance auditing of the cost reports. The individual will also review Nursing Homes and ICF cost reports for compliance with cost reporting rules and regulations for acceptance and identify potential audit issues. The incumbent will also evaluate support provided after receipt of petition filed subsequent to audit issuance or perform special reviews requested by management. The individual will also provide technical advice and assistance to contract auditors, other areas within the Agency, and other governmental agencies on cost report requirements and audit findings. The individual hired will also develop and recommend documentation standards and audit requirements incorporating current rules and regulations, federal laws and state statutes, as well as standards for auditing. The incumbent will also represent the Agency in formal and informal administrative hearings and/or court proceedings. Conducts training programs to maintain and improve the professional standards and qualifications of the audit staff. Will perform related work, as required. REQUIREMENTS: Bachelor&rsquo;s Degree in accounting, finance or a related field from an accredited college or university, as well as a CPA or CIA Certification The incumbent must have the following abilities: Knowledge of accounting principles and procedures. Knowledge of the methods of compiling and analyzing data. Knowledge of basic mathematics. Ability to use high intermediate Excel formulas. Ability to understand, interpret and apply laws, rules and regulations, policies and procedures. Ability to review, analyze, and evaluate financial data. Ability to determine the extent of compliance, the extent to which assets are accounted for and the reliability of the accounting procedures utilized within an organization Ability to perform technical analytical reviews and evaluations of audits. Ability to develop and maintain documentation standards Ability to conduct seminars, studies and in-house training programs Ability to provide expert testimony. Ability to plan, organize, time manage and coordinate work assignments. Ability to establish and maintain effective working relations with others.&ensp; CONTACT PERSON: ZAINAB DAY (850) 412- 4080 The State of Florida is an Equal Opportunity Employer/Affirmative Action Employer and does not tolerate discrimination or violence in the workplace. Applicants requiring a reasonable accommodation, as defined by the Americans with Disabilities Act, must notify the agency hiring authority and/or People First Service Center (1-877-562-7287). Notification to the hiring authority must be made in advance to allow sufficient time to provide the accommodation. The State of Florida supports a Drug-Free workplace. All employees are subject to reasonable suspicion drug testing in accordance with Section 112.0455, F.S., Drug-Free Workplace Act. Pursuant to Chapter 295, Florida Statutes, applicants eligible for Veterans&rsquo; Preference will receive preference in employment and are encouraged to apply. However, applicants claiming Veterans' Preference must attach supporting documentation with each application submission that includes character of service (for example, DD Form 214 Member Copy #4) along with any other documentation as required by Rule 55A-7, Florida Administrative Code. All documentation is due by the closing date of the vacancy announcement. For information on the supporting documentation required, clickhere. Applicants may fax their supporting documentation to People First at 1-888-403-2110. SUCCESSFUL COMPLETION OF A CRIMINAL BACKGROUND INVESTIGATION IS A CONDITION OF EMPLOYMENT <A id='referafriend__a'"
